name,zone,category,top,psf1,psf1_date,psf2,psf2_date,notes,link,psf1_max,psf1_max_date,psf2_max,psf2_max_date,psf1_avg,psf1_avg_date,psf2_avg,psf2_avg_date,psf1_new,psf1_new_date,psf2_new,psf2_new_date,psf1_2018,psf1_2018_date,psf2_2018,psf2_2018_date,psf1_2019,psf1_2019_date,psf2_2019,psf2_2019_date,psf1_2020,psf1_2020_date,psf2_2020,psf2_2020_date,psf1_2021,psf1_2021_date,psf2_2021,psf2_2021_date,psf1_2022,psf1_2022_date,psf2_2022,psf2_2022_date,psf1_2023,psf1_2023_date,psf2_2023,psf2_2023_date
KING'S ARCADE,,CCR - [D10],,0,no sales,1169,1/7/2019, ,https://share.ecoprop.com/KING'S-ARCADE/R065963D,0,no sales,1169,1/7/2019,0,no sales,1169,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1169,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
KING'S COURT,,RCR - [D08],,0,no sales,1015,1/1/2022, ,https://share.ecoprop.com/KING'S-COURT/R065963D,0,no sales,1015,1/1/2022,0,no sales,1015,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1015,2022,0,no sales,0,no sales
KING'S MANSION,,RCR - [D15],,0,no sales,1554,1/9/2022, ,https://share.ecoprop.com/KING'S-MANSION/R065963D,0,no sales,1871,1/5/2022,0,no sales,1554,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1372,2020,0,no sales,1554,2021,0,no sales,1712,2022,0,no sales,0,no sales
KINGS APARTMENTS,,OCR - [D15],,0,no sales,1111,1/7/2022, ,https://share.ecoprop.com/KINGS-APARTMENTS/R065963D,0,no sales,1111,1/7/2022,0,no sales,1111,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1021,2019,0,no sales,1078,2020,0,no sales,0,no sales,0,no sales,1111,2022,0,no sales,0,no sales
KINGSFORD WATERBAY,,OCR - [D19],TOP Obtained,1430,1/5/2023,1473,1/4/2023, ,https://share.ecoprop.com/KINGSFORD-WATERBAY/R065963D,1482,1/4/2023,1473,1/4/2023,1358,half year,1374,half year,1366,1/9/2018,1413,1/8/2018,1362,2018,1324,2018,1322,2019,1166,2019,1234,2020,0,no sales,1260,2021,1289,2021,1326,2022,1326,2022,1358,2023,1374,2023
KINGSGROVE,,OCR - [D20],,0,no sales,1200,1/8/2022, ,https://share.ecoprop.com/KINGSGROVE/R065963D,0,no sales,1200,1/8/2022,0,no sales,1200,no sales,0,no sales,0,NaT,0,no sales,878,2018,0,no sales,0,no sales,0,no sales,941,2020,0,no sales,1074,2021,0,no sales,1200,2022,0,no sales,0,no sales
KINGSLEY MANSIONS,,RCR - [D12],,0,no sales,1314,1/12/2021, ,https://share.ecoprop.com/KINGSLEY-MANSIONS/R065963D,0,no sales,1314,1/12/2021,0,no sales,1314,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1313,2021,0,no sales,0,no sales,0,no sales,0,no sales
KINGSTON TERRACE,,OCR - [D14],,1107,1/8/2021,1035,1/10/2021, ,https://share.ecoprop.com/KINGSTON-TERRACE/R065963D,1107,1/8/2021,1035,1/10/2021,1107,no sales,1035,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1093,2019,0,no sales,0,no sales,0,no sales,1107,2021,1035,2021,0,no sales,0,no sales,0,no sales,0,no sales
KISMIS COURT,,RCR - [D21],,0,no sales,657,1/12/2020, ,https://share.ecoprop.com/KISMIS-COURT/R065963D,0,no sales,657,1/12/2020,0,no sales,657,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,577,2019,0,no sales,641,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
KLIMT CAIRNHILL,,CCR - [D09],Oct-25,0,NaT,0,NaT, ,https://share.ecoprop.com/KLIMT-CAIRNHILL/R065963D,3499,1/4/2023,5309,1/11/2021,3259,half year,3753,half year,3221,1/5/2023,4117,1/5/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,4379,2021,0,no sales,3823,2022,3259,2023,3753,2023
KNOX VIEW,,OCR - [D15],,0,no sales,1351,1/7/2022, ,https://share.ecoprop.com/KNOX-VIEW/R065963D,0,no sales,1351,1/7/2022,0,no sales,1351,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1082,2019,0,no sales,1064,2020,0,no sales,988,2021,0,no sales,1307,2022,0,no sales,0,no sales
KOON SENG COURT,,RCR - [D15],,1321,1/10/2021,1232,1/10/2021, ,https://share.ecoprop.com/KOON-SENG-COURT/R065963D,1321,1/10/2021,1232,1/10/2021,1321,no sales,1232,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1321,2021,1210,2021,0,no sales,0,no sales,0,no sales,0,no sales
KOPAR AT NEWTON,,CCR - [D09],Jun-24,2569,1/5/2023,2569,1/5/2023, ,https://share.ecoprop.com/KOPAR-AT-NEWTON/R065963D,2911,1/4/2023,2626,1/8/2022,2770,half year,2455,half year,2911,1/4/2023,2556,1/3/2023,0,no sales,0,no sales,0,no sales,0,no sales,2325,2020,2245,2020,2427,2021,2344,2021,2649,2022,2413,2022,2770,2023,2455,2023
KOVAN 81,,OCR - [D19],,0,no sales,1198,1/10/2021, ,https://share.ecoprop.com/KOVAN-81/R065963D,0,no sales,1198,1/10/2021,0,no sales,1198,no sales,0,no sales,0,NaT,0,no sales,1095,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1198,2021,0,no sales,0,no sales,0,no sales,0,no sales
KOVAN APARTMENTS,,OCR - [D19],,0,no sales,1192,1/4/2023, ,https://share.ecoprop.com/KOVAN-APARTMENTS/R065963D,0,no sales,1192,1/4/2023,0,no sales,1192,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,969,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1192,2023
KOVAN CREST,,OCR - [D19],,0,no sales,1046,1/8/2018, ,https://share.ecoprop.com/KOVAN-CREST/R065963D,0,no sales,1046,1/8/2018,0,no sales,1046,no sales,0,no sales,0,NaT,0,no sales,1046,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
KOVAN ESQUIRE,,OCR - [D19],,0,no sales,1095,1/12/2020, ,https://share.ecoprop.com/KOVAN-ESQUIRE/R065963D,0,no sales,1095,1/12/2020,0,no sales,1095,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1087,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
KOVAN GRANDEUR,,OCR - [D19],,1497,1/5/2023,0,no sales, ,https://share.ecoprop.com/KOVAN-GRANDEUR/R065963D,1579,1/3/2023,0,no sales,1436,half year,0,no sales,0,NaT,0,no sales,1148,2018,0,no sales,1269,2019,0,no sales,1310,2020,0,no sales,1308,2021,0,no sales,1303,2022,0,no sales,1436,2023,0,no sales
KOVAN JEWEL,,OCR - [D19],Dec-24,0,NaT,0,NaT, ,https://share.ecoprop.com/KOVAN-JEWEL/R065963D,2119,1/11/2022,2200,1/11/2022,2119,no sales,2111,half year,2119,1/11/2022,2173,1/2/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2091,2022,2160,2022,0,no sales,2111,2023
KOVANA,,OCR - [D19],,0,no sales,1000,1/2/2023, ,https://share.ecoprop.com/KOVANA/R065963D,0,no sales,1204,1/6/2021,0,no sales,1000,half year,0,no sales,0,NaT,0,no sales,1033,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1200,2021,0,no sales,0,no sales,0,no sales,1000,2023
KUM HING COURT,,CCR - [D10],,0,no sales,2615,1/11/2021, ,https://share.ecoprop.com/KUM-HING-COURT/R065963D,0,no sales,2615,1/11/2021,0,no sales,2615,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2247,2020,0,no sales,2615,2021,0,no sales,0,no sales,0,no sales,0,no sales
L'VIV,,CCR - [D11],,2282,1/5/2023,1552,1/9/2022, ,https://share.ecoprop.com/L'VIV/R065963D,2284,1/6/2018,2168,1/11/2021,2248,half year,1552,no sales,0,NaT,0,NaT,2169,2018,0,no sales,2057,2019,2048,2019,1962,2020,1898,2020,2070,2021,2053,2021,2133,2022,1933,2022,2248,2023,0,no sales
LA BRISA,,RCR - [D14],,1622,1/4/2023,0,no sales, ,https://share.ecoprop.com/LA-BRISA/R065963D,1622,1/4/2023,0,no sales,1594,half year,0,no sales,0,NaT,0,no sales,1420,2018,0,no sales,0,no sales,0,no sales,1253,2020,0,no sales,1350,2021,0,no sales,1367,2022,0,no sales,1594,2023,0,no sales
LA CRYSTAL,,CCR - [D09],,2046,1/5/2023,1858,1/12/2021, ,https://share.ecoprop.com/LA-CRYSTAL/R065963D,2074,1/2/2023,1858,1/12/2021,2060,half year,1858,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1820,2019,1828,2019,1758,2020,1802,2020,0,no sales,1800,2021,1970,2022,0,no sales,2060,2023,0,no sales
LA DOLCE VITA,,OCR - [D19],,0,no sales,1267,1/3/2021, ,https://share.ecoprop.com/LA-DOLCE-VITA/R065963D,0,no sales,1267,1/3/2021,0,no sales,1267,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1121,2020,0,no sales,1267,2021,0,no sales,0,no sales,0,no sales,0,no sales
LA FLEUR,,RCR - [D14],,1465,1/1/2023,0,no sales, ,https://share.ecoprop.com/LA-FLEUR/R065963D,1491,1/10/2022,0,no sales,1465,half year,0,no sales,0,NaT,0,no sales,1310,2018,0,no sales,1260,2019,0,no sales,1231,2020,0,no sales,1237,2021,0,no sales,1456,2022,0,no sales,1465,2023,0,no sales
LA MAISON,,CCR - [D11],,0,no sales,1843,1/9/2022, ,https://share.ecoprop.com/LA-MAISON/R065963D,0,no sales,1843,1/9/2022,0,no sales,1843,no sales,0,no sales,0,NaT,0,no sales,1584,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1614,2021,0,no sales,1758,2022,0,no sales,0,no sales
LA MARIPOSA,,RCR - [D15],Jul-23,0,NaT,0,NaT, ,https://share.ecoprop.com/LA-MARIPOSA/R065963D,1976,1/4/2022,1815,1/1/2022,1909,no sales,1815,no sales,1909,1/5/2022,1815,1/1/2022,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1741,2021,1944,2022,1790,2022,0,no sales,0,no sales
LA MEYER,,RCR - [D15],,0,no sales,1538,1/6/2022, ,https://share.ecoprop.com/LA-MEYER/R065963D,0,no sales,1538,1/6/2022,0,no sales,1538,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1263,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1538,2022,0,no sales,0,no sales
LA NOUVELLE,,CCR - [D11],,0,no sales,1389,1/3/2019, ,https://share.ecoprop.com/LA-NOUVELLE/R065963D,0,no sales,1389,1/3/2019,0,no sales,1389,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1389,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
LA SUISSE,,CCR - [D11],,0,no sales,1582,1/3/2023, ,https://share.ecoprop.com/LA-SUISSE/R065963D,0,no sales,1582,1/3/2023,0,no sales,1582,half year,0,no sales,0,NaT,0,no sales,1195,2018,0,no sales,1137,2019,0,no sales,1126,2020,0,no sales,1224,2021,0,no sales,1343,2022,0,no sales,1582,2023
LA VIDA @ 130,,OCR - [D15],,1084,1/11/2022,1163,1/5/2018, ,https://share.ecoprop.com/LA-VIDA-130/R065963D,1400,1/9/2021,1163,1/5/2018,1084,no sales,1163,no sales,0,NaT,0,NaT,1265,2018,1163,2018,1306,2019,0,no sales,1232,2020,0,no sales,1310,2021,0,no sales,1084,2022,0,no sales,0,no sales,0,no sales
LA VILLE,,RCR - [D15],,0,no sales,1387,1/10/2020, ,https://share.ecoprop.com/LA-VILLE/R065963D,0,no sales,1387,1/10/2020,0,no sales,1387,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1387,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
LAGOON VIEW,,OCR - [D15],,0,no sales,1184,1/4/2023, ,https://share.ecoprop.com/LAGOON-VIEW/R065963D,0,no sales,1184,1/4/2023,0,no sales,1184,half year,0,no sales,0,NaT,0,no sales,894,2018,0,no sales,886,2019,0,no sales,918,2020,0,no sales,1024,2021,0,no sales,1129,2022,0,no sales,1184,2023
LAGUNA GREEN,,OCR - [D16],,0,no sales,1299,1/11/2022, ,https://share.ecoprop.com/LAGUNA-GREEN/R065963D,0,no sales,1388,1/10/2022,0,no sales,1299,no sales,0,no sales,0,NaT,0,no sales,1002,2018,0,no sales,992,2019,0,no sales,1071,2020,0,no sales,1088,2021,0,no sales,1344,2022,0,no sales,0,no sales
LAGUNA PARK,,OCR - [D15],,0,no sales,1239,1/5/2023, ,https://share.ecoprop.com/LAGUNA-PARK/R065963D,0,no sales,1375,1/9/2022,0,no sales,1155,half year,0,no sales,0,NaT,0,no sales,979,2018,0,no sales,966,2019,0,no sales,961,2020,0,no sales,1052,2021,0,no sales,1150,2022,0,no sales,1155,2023
LAKEHOLMZ,,OCR - [D22],,0,no sales,1175,1/3/2023, ,https://share.ecoprop.com/LAKEHOLMZ/R065963D,0,no sales,1195,1/12/2022,0,no sales,1126,half year,0,no sales,0,NaT,0,no sales,953,2018,0,no sales,886,2019,0,no sales,892,2020,0,no sales,921,2021,0,no sales,1084,2022,0,no sales,1126,2023
LAKESIDE APARTMENTS,,OCR - [D22],,0,no sales,805,1/5/2021, ,https://share.ecoprop.com/LAKESIDE-APARTMENTS/R065963D,0,no sales,805,1/5/2021,0,no sales,805,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,751,2019,0,no sales,705,2020,0,no sales,755,2021,0,no sales,0,no sales,0,no sales,0,no sales
LAKESIDE TOWER,,OCR - [D22],,0,no sales,732,1/1/2022, ,https://share.ecoprop.com/LAKESIDE-TOWER/R065963D,0,no sales,732,1/1/2022,0,no sales,732,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,557,2019,0,no sales,550,2020,0,no sales,611,2021,0,no sales,644,2022,0,no sales,0,no sales
LAKEVIEW ESTATE,,RCR - [D20],,0,no sales,1053,1/5/2023, ,https://share.ecoprop.com/LAKEVIEW-ESTATE/R065963D,0,no sales,1115,1/3/2023,0,no sales,1068,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,834,2019,0,no sales,888,2020,0,no sales,955,2021,0,no sales,985,2022,0,no sales,1068,2023
LANGSTON VILLE,,CCR - [D09],,1888,1/5/2023,0,no sales, ,https://share.ecoprop.com/LANGSTON-VILLE/R065963D,1901,1/10/2022,0,no sales,1888,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1489,2019,0,no sales,1612,2020,0,no sales,1721,2021,0,no sales,1836,2022,0,no sales,1888,2023,0,no sales
LATITUDE,,CCR - [D10],,0,no sales,2835,1/5/2022, ,https://share.ecoprop.com/LATITUDE/R065963D,0,no sales,2835,1/5/2022,0,no sales,2835,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2113,2019,0,no sales,2006,2020,0,no sales,2234,2021,0,no sales,2698,2022,0,no sales,0,no sales
LATTICE ONE,,OCR - [D20],Mar-24,0,NaT,0,NaT, ,https://share.ecoprop.com/LATTICE-ONE/R065963D,1946,1/11/2021,1846,1/8/2021,1916,no sales,1797,no sales,1916,1/1/2022,1797,1/9/2021,0,no sales,0,no sales,1776,2019,1668,2019,1839,2020,1633,2020,1875,2021,1764,2021,1907,2022,0,no sales,0,no sales,0,no sales
LAUREL TREE,,OCR - [D23],,1556,1/2/2023,0,no sales, ,https://share.ecoprop.com/LAUREL-TREE/R065963D,1573,1/1/2023,0,no sales,1515,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1478,2022,0,no sales,1515,2023,0,no sales
LAVERNE'S LOFT,,OCR - [D15],,1627,1/2/2023,756,1/1/2020, ,https://share.ecoprop.com/LAVERNE'S-LOFT/R065963D,1627,1/2/2023,756,1/1/2020,1627,half year,756,no sales,0,NaT,0,NaT,1446,2018,0,no sales,1446,2019,0,no sales,1444,2020,756,2020,1449,2021,0,no sales,1436,2022,0,no sales,1627,2023,0,no sales
LE ARC,,RCR - [D14],,0,no sales,1005,1/10/2022, ,https://share.ecoprop.com/LE-ARC/R065963D,0,no sales,1005,1/10/2022,0,no sales,1005,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,782,2019,0,no sales,813,2020,0,no sales,0,no sales,0,no sales,960,2022,0,no sales,0,no sales
LE CONNEY PARK,,OCR - [D15],,1212,1/8/2021,1104,1/1/2022, ,https://share.ecoprop.com/LE-CONNEY-PARK/R065963D,1212,1/8/2021,1222,1/4/2021,1212,no sales,1104,no sales,0,NaT,0,NaT,0,no sales,1042,2018,0,no sales,1026,2019,0,no sales,0,no sales,1185,2021,1087,2021,0,no sales,1104,2022,0,no sales,0,no sales
LE CRESCENDO,,RCR - [D14],,1550,1/3/2023,1509,1/8/2022, ,https://share.ecoprop.com/LE-CRESCENDO/R065963D,1550,1/3/2023,1509,1/8/2022,1550,half year,1509,no sales,0,NaT,0,NaT,1258,2018,1278,2018,0,no sales,1102,2019,1251,2020,1264,2020,1446,2021,1306,2021,1417,2022,1452,2022,1550,2023,0,no sales
LE GAMBIR,,OCR - [D19],,0,no sales,1072,1/8/2021, ,https://share.ecoprop.com/LE-GAMBIR/R065963D,0,no sales,1072,1/8/2021,0,no sales,1072,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1072,2021,0,no sales,0,no sales,0,no sales,0,no sales
LE HILL CONDOMINIUM,,RCR - [D05],,1436,1/5/2022,1315,1/3/2023, ,https://share.ecoprop.com/LE-HILL-CONDOMINIUM/R065963D,1461,1/5/2021,1321,1/1/2022,1436,no sales,1315,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1229,2019,1116,2020,1205,2020,1395,2021,1260,2021,1436,2022,1296,2022,0,no sales,1315,2023
LE LOYANG,,OCR - [D17],,0,no sales,929,1/3/2022, ,https://share.ecoprop.com/LE-LOYANG/R065963D,0,no sales,929,1/3/2022,0,no sales,929,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,928,2021,0,no sales,929,2022,0,no sales,0,no sales
LE M RESIDENCE,,OCR - [D15],,0,no sales,1159,1/11/2018, ,https://share.ecoprop.com/LE-M-RESIDENCE/R065963D,0,no sales,1159,1/11/2018,0,no sales,1159,no sales,0,no sales,0,NaT,0,no sales,1159,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
LE MARICAN,,OCR - [D14],,1139,1/4/2022,0,no sales, ,https://share.ecoprop.com/LE-MARICAN/R065963D,1139,1/4/2022,0,no sales,1139,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,959,2021,0,no sales,1139,2022,0,no sales,0,no sales,0,no sales
LE MERRITT,,OCR - [D15],,1435,1/5/2022,1217,1/1/2020, ,https://share.ecoprop.com/LE-MERRITT/R065963D,1553,1/3/2022,1217,1/1/2020,1435,no sales,1217,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1170,2019,0,no sales,1212,2020,1217,2020,0,no sales,0,no sales,1494,2022,0,no sales,0,no sales,0,no sales
LE NOUVEL ARDMORE,,CCR - [D10],,0,no sales,5800,1/7/2022, ,https://share.ecoprop.com/LE-NOUVEL-ARDMORE/R065963D,0,no sales,5800,1/7/2022,0,no sales,5800,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,4073,2019,0,no sales,4247,2020,0,no sales,4515,2021,0,no sales,5800,2022,0,no sales,0,no sales
LE QUEST,,OCR - [D23],,1644,1/5/2023,1486,1/8/2022, ,https://share.ecoprop.com/LE-QUEST/R065963D,1653,1/4/2023,1486,1/8/2022,1602,half year,1486,no sales,1414,1/11/2020,1395,1/8/2020,1423,2018,1374,2018,1399,2019,1365,2019,1430,2020,1370,2020,1495,2021,1358,2021,1545,2022,1472,2022,1602,2023,0,no sales
LE REGAL,,RCR - [D14],,1421,1/5/2023,0,no sales, ,https://share.ecoprop.com/LE-REGAL/R065963D,1503,1/4/2023,0,no sales,1301,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1176,2019,0,no sales,1165,2020,0,no sales,1180,2021,0,no sales,1150,2022,0,no sales,1301,2023,0,no sales
LE REVE,,OCR - [D14],,1568,1/5/2023,1083,1/3/2022, ,https://share.ecoprop.com/LE-REVE/R065963D,1568,1/5/2023,1110,1/8/2019,1552,half year,1083,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,947,2019,0,no sales,840,2020,1360,2021,1012,2021,1388,2022,1083,2022,1552,2023,0,no sales
LE SHANTIER,,RCR - [D12],,0,no sales,1118,1/7/2022, ,https://share.ecoprop.com/LE-SHANTIER/R065963D,0,no sales,1154,1/8/2021,0,no sales,1118,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1059,2019,0,no sales,1101,2020,0,no sales,1154,2021,0,no sales,1118,2022,0,no sales,0,no sales
LE SOMME,,RCR - [D08],,1656,1/11/2021,0,no sales, ,https://share.ecoprop.com/LE-SOMME/R065963D,1656,1/11/2021,0,no sales,1656,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1500,2019,0,no sales,0,no sales,0,no sales,1580,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
LE WILKIE,,CCR - [D09],,1397,1/9/2020,1427,1/6/2022, ,https://share.ecoprop.com/LE-WILKIE/R065963D,1397,1/10/2021,1427,1/6/2022,1397,no sales,1427,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1384,2019,1397,2020,0,no sales,0,no sales,1412,2021,0,no sales,1427,2022,0,no sales,0,no sales
LE WOOD,,OCR - [D21],,1177,1/6/2022,1165,1/3/2023, ,https://share.ecoprop.com/LE-WOOD/R065963D,1177,1/6/2022,1169,1/2/2023,1177,no sales,1167,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,955,2019,0,no sales,879,2020,0,no sales,882,2021,1177,2022,1055,2022,0,no sales,1167,2023
LEEDON 2,,CCR - [D10],,1984,1/3/2023,1924,1/7/2021, ,https://share.ecoprop.com/LEEDON-2/R065963D,2028,1/5/2022,1924,1/7/2021,1984,half year,1924,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1596,2019,0,no sales,1714,2020,1952,2021,1810,2021,2028,2022,0,no sales,1984,2023,0,no sales
LEGENDA AT JOO CHIAT,,RCR - [D15],,0,no sales,1341,1/3/2023, ,https://share.ecoprop.com/LEGENDA-AT-JOO-CHIAT/R065963D,0,no sales,1347,1/11/2022,0,no sales,1333,half year,0,no sales,0,NaT,0,no sales,890,2018,0,no sales,924,2019,0,no sales,946,2020,0,no sales,1076,2021,0,no sales,1208,2022,0,no sales,1333,2023
LEICESTER LODGE,,RCR - [D13],,0,no sales,1161,1/1/2021, ,https://share.ecoprop.com/LEICESTER-LODGE/R065963D,0,no sales,1161,1/1/2021,0,no sales,1161,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1161,2021,0,no sales,0,no sales,0,no sales,0,no sales
LEICESTER SUITES,,RCR - [D13],,1770,1/5/2022,0,no sales, ,https://share.ecoprop.com/LEICESTER-SUITES/R065963D,1770,1/5/2022,0,no sales,1770,no sales,0,no sales,0,NaT,0,no sales,1576,2018,0,no sales,1067,2019,0,no sales,1512,2020,0,no sales,1529,2021,0,no sales,1731,2022,0,no sales,0,no sales,0,no sales
LEIGHWOODS,,CCR - [D10],,0,no sales,1705,1/11/2022, ,https://share.ecoprop.com/LEIGHWOODS/R065963D,0,no sales,1705,1/11/2022,0,no sales,1705,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1210,2019,0,no sales,1299,2020,0,no sales,1389,2021,0,no sales,1705,2022,0,no sales,0,no sales
LEITH GROVE,,OCR - [D19],,1038,1/4/2021,0,no sales, ,https://share.ecoprop.com/LEITH-GROVE/R065963D,1058,1/4/2020,0,no sales,1038,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1058,2020,0,no sales,1038,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
LENTOR MODERN,,OCR - [D26],Jun-26,0,NaT,0,NaT, ,https://share.ecoprop.com/LENTOR-MODERN/R065963D,2513,1/9/2022,2357,1/5/2023,2257,half year,2049,half year,2257,1/5/2023,2357,1/5/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2146,2022,2039,2022,2257,2023,2049,2023
LEONIE GARDENS,,CCR - [D09],,0,no sales,1633,1/2/2023, ,https://share.ecoprop.com/LEONIE-GARDENS/R065963D,0,no sales,2212,1/7/2021,0,no sales,1633,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1539,2019,0,no sales,1423,2020,0,no sales,1758,2021,0,no sales,1904,2022,0,no sales,1633,2023
LEONIE HILL RESIDENCES,,CCR - [D09],,0,no sales,2454,1/3/2023, ,https://share.ecoprop.com/LEONIE-HILL-RESIDENCES/R065963D,0,no sales,2454,1/3/2023,0,no sales,2454,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2120,2019,0,no sales,0,no sales,0,no sales,2033,2021,0,no sales,2248,2022,0,no sales,2454,2023
LEONIE PARC VIEW,,CCR - [D09],,0,no sales,2484,1/8/2022, ,https://share.ecoprop.com/LEONIE-PARC-VIEW/R065963D,0,no sales,2664,1/1/2022,0,no sales,2484,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2107,2020,0,no sales,2221,2021,0,no sales,2489,2022,0,no sales,0,no sales
LEONIE SUITES,,CCR - [D09],,1793,1/3/2023,0,no sales, ,https://share.ecoprop.com/LEONIE-SUITES/R065963D,1944,1/1/2023,0,no sales,1868,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1766,2019,0,no sales,1630,2020,0,no sales,1813,2021,0,no sales,1708,2022,0,no sales,1868,2023,0,no sales
LEONIE TOWERS,,CCR - [D09],,0,no sales,1938,1/2/2023, ,https://share.ecoprop.com/LEONIE-TOWERS/R065963D,0,no sales,1938,1/2/2023,0,no sales,1936,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1661,2019,0,no sales,0,no sales,0,no sales,1770,2021,0,no sales,1918,2022,0,no sales,1936,2023
LEVENUE,,OCR - [D14],,1626,1/3/2023,0,no sales, ,https://share.ecoprop.com/LEVENUE/R065963D,1626,1/3/2023,0,no sales,1626,half year,0,no sales,0,NaT,0,no sales,1340,2018,0,no sales,1341,2019,0,no sales,1289,2020,0,no sales,0,no sales,0,no sales,1299,2022,0,no sales,1626,2023,0,no sales
