name,zone,category,top,psf1,psf1_date,psf2,psf2_date,notes,link,psf1_max,psf1_max_date,psf2_max,psf2_max_date,psf1_avg,psf1_avg_date,psf2_avg,psf2_avg_date,psf1_new,psf1_new_date,psf2_new,psf2_new_date,psf1_2018,psf1_2018_date,psf2_2018,psf2_2018_date,psf1_2019,psf1_2019_date,psf2_2019,psf2_2019_date,psf1_2020,psf1_2020_date,psf2_2020,psf2_2020_date,psf1_2021,psf1_2021_date,psf2_2021,psf2_2021_date,psf1_2022,psf1_2022_date,psf2_2022,psf2_2022_date,psf1_2023,psf1_2023_date,psf2_2023,psf2_2023_date
LEVILLE ISUITES,,RCR - [D15],,1434,1/7/2019,1266,1/7/2018, ,https://share.ecoprop.com/LEVILLE-ISUITES/R065963D,1483,1/4/2019,1266,1/7/2018,1434,no sales,1266,no sales,0,NaT,0,NaT,0,no sales,1266,2018,1458,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
LIANG SEAH COURT,,CCR - [D07],,1806,1/1/2021,0,no sales, ,https://share.ecoprop.com/LIANG-SEAH-COURT/R065963D,1806,1/1/2021,0,no sales,1806,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1806,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
LIEN TOWERS,,CCR - [D10],,0,no sales,1657,1/6/2021, ,https://share.ecoprop.com/LIEN-TOWERS/R065963D,0,no sales,1657,1/6/2021,0,no sales,1657,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1657,2021,0,no sales,0,no sales,0,no sales,0,no sales
LIGHTHOUSE,,OCR - [D17],,0,no sales,786,1/2/2023, ,https://share.ecoprop.com/LIGHTHOUSE/R065963D,0,no sales,971,1/9/2022,0,no sales,786,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,719,2019,0,no sales,682,2020,0,no sales,671,2021,0,no sales,899,2022,0,no sales,786,2023
LIIV RESIDENCES,,RCR - [D05],Dec-18,1774,1/12/2022,1206,1/8/2021, ,https://share.ecoprop.com/LIIV-RESIDENCES/R065963D,1774,1/12/2022,1223,1/8/2019,1774,no sales,1206,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1462,2019,1160,2019,0,no sales,0,no sales,0,no sales,1206,2021,1766,2022,0,no sales,0,no sales,0,no sales
LIMAU PARK,,OCR - [D16],,0,no sales,1098,1/9/2022, ,https://share.ecoprop.com/LIMAU-PARK/R065963D,0,no sales,1098,1/9/2022,0,no sales,1098,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,965,2019,0,no sales,1023,2020,0,no sales,1067,2021,0,no sales,1098,2022,0,no sales,0,no sales
LION TOWERS,,CCR - [D11],,0,no sales,1735,1/3/2023, ,https://share.ecoprop.com/LION-TOWERS/R065963D,0,no sales,1735,1/3/2023,0,no sales,1735,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1735,2023
LIV ON SOPHIA,,CCR - [D09],,2044,1/8/2021,0,no sales, ,https://share.ecoprop.com/LIV-ON-SOPHIA/R065963D,2347,1/2/2021,0,no sales,2044,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2270,2019,0,no sales,2237,2020,0,no sales,2093,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
LIV ON WILKIE,,CCR - [D09],,2168,1/4/2023,0,no sales, ,https://share.ecoprop.com/LIV-ON-WILKIE/R065963D,2313,1/3/2022,0,no sales,2168,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2150,2019,0,no sales,0,no sales,0,no sales,2275,2021,0,no sales,2154,2022,0,no sales,2168,2023,0,no sales
LIVINGSTON MANSIONS,,OCR - [D15],,0,no sales,1344,1/5/2023, ,https://share.ecoprop.com/LIVINGSTON-MANSIONS/R065963D,0,no sales,1344,1/5/2023,0,no sales,1344,half year,0,no sales,0,NaT,0,no sales,1064,2018,0,no sales,0,no sales,0,no sales,1069,2020,0,no sales,1154,2021,0,no sales,1208,2022,0,no sales,1344,2023
LLOYD COURT,,CCR - [D09],,0,no sales,1780,1/12/2021, ,https://share.ecoprop.com/LLOYD-COURT/R065963D,0,no sales,1780,1/12/2021,0,no sales,1780,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1780,2021,0,no sales,0,no sales,0,no sales,0,no sales
LLOYD SIXTYFIVE,,CCR - [D09],Dec-17,3802,1/1/2022,0,no sales, ,https://share.ecoprop.com/LLOYD-SIXTYFIVE/R065963D,3802,1/1/2022,0,no sales,3802,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,3135,2020,0,no sales,0,no sales,0,no sales,3802,2022,0,no sales,0,no sales,0,no sales
LOFT 33,,RCR - [D14],,1352,1/9/2022,1028,1/12/2020, ,https://share.ecoprop.com/LOFT-33/R065963D,1465,1/1/2022,1046,1/10/2019,1352,no sales,1028,no sales,0,NaT,0,NaT,1398,2018,0,no sales,1372,2019,1046,2019,0,no sales,1028,2020,1376,2021,0,no sales,1408,2022,0,no sales,0,no sales,0,no sales
LOFT @ NATHAN,,CCR - [D10],,1509,1/3/2023,1438,1/3/2023, ,https://share.ecoprop.com/LOFT-NATHAN/R065963D,2057,1/2/2023,1438,1/3/2023,1762,half year,1428,half year,0,NaT,0,NaT,0,no sales,0,no sales,1814,2019,0,no sales,1818,2020,0,no sales,1841,2021,0,no sales,1822,2022,0,no sales,1762,2023,1428,2023
LOFT @ RANGOON,,RCR - [D08],,1504,1/4/2022,0,no sales, ,https://share.ecoprop.com/LOFT-RANGOON/R065963D,1644,1/2/2021,0,no sales,1504,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1218,2019,0,no sales,0,no sales,0,no sales,1483,2021,0,no sales,1504,2022,0,no sales,0,no sales,0,no sales
LOFT @ STEVENS,,CCR - [D10],,2370,1/5/2023,0,no sales, ,https://share.ecoprop.com/LOFT-STEVENS/R065963D,2370,1/5/2023,0,no sales,2320,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2078,2019,0,no sales,2103,2020,0,no sales,1839,2021,0,no sales,2270,2022,0,no sales,2320,2023,0,no sales
LOFT@HOLLAND,,CCR - [D10],,2477,1/5/2023,0,no sales, ,https://share.ecoprop.com/LOFTHOLLAND/R065963D,2570,1/12/2021,0,no sales,2365,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2146,2020,0,no sales,2470,2021,0,no sales,0,no sales,0,no sales,2365,2023,0,no sales
LOYANG GARDENS,,OCR - [D17],,0,no sales,871,1/3/2023, ,https://share.ecoprop.com/LOYANG-GARDENS/R065963D,0,no sales,871,1/3/2023,0,no sales,871,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,728,2020,0,no sales,762,2021,0,no sales,0,no sales,0,no sales,871,2023
LOYANG TOWNHOUSES,,OCR - [D17],,0,no sales,1032,1/9/2022, ,https://share.ecoprop.com/LOYANG-TOWNHOUSES/R065963D,0,no sales,1032,1/9/2022,0,no sales,1032,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1032,2022,0,no sales,0,no sales
LOYANG VALLEY,,OCR - [D17],,0,no sales,924,1/3/2023, ,https://share.ecoprop.com/LOYANG-VALLEY/R065963D,0,no sales,949,1/6/2022,0,no sales,924,half year,0,no sales,0,NaT,0,no sales,728,2018,0,no sales,717,2019,0,no sales,739,2020,0,no sales,771,2021,0,no sales,914,2022,0,no sales,924,2023
LUCIDA,,CCR - [D11],Dec-11,1648,1/5/2023,1634,1/7/2022, ,https://share.ecoprop.com/LUCIDA/R065963D,1730,1/12/2021,1634,1/10/2022,1648,half year,1634,no sales,0,NaT,0,NaT,1589,2018,1503,2018,1530,2019,0,no sales,1557,2020,1456,2020,1730,2021,1551,2021,1634,2022,1500,2022,1648,2023,0,no sales
LUCKY COURT,,OCR - [D16],,0,no sales,1107,1/3/2021, ,https://share.ecoprop.com/LUCKY-COURT/R065963D,0,no sales,1107,1/3/2021,0,no sales,1107,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1107,2021,0,no sales,0,no sales,0,no sales,0,no sales
LUCKY PLAZA,,CCR - [D09],,2232,1/11/2022,1882,1/4/2022, ,https://share.ecoprop.com/LUCKY-PLAZA/R065963D,2232,1/11/2022,1882,1/4/2022,2232,no sales,1882,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1731,2019,2019,2020,1778,2020,2007,2021,0,no sales,2192,2022,1882,2022,0,no sales,0,no sales
LUMA,,CCR - [D09],,1958,1/6/2022,1918,1/3/2023, ,https://share.ecoprop.com/LUMA/R065963D,1958,1/6/2022,1918,1/3/2023,1958,no sales,1918,half year,0,NaT,0,NaT,0,no sales,0,no sales,1794,2019,1730,2019,1864,2020,1777,2020,1907,2021,1739,2021,1936,2022,1832,2022,0,no sales,1918,2023
LUMIERE,,CCR - [D02],2010,1570,1/5/2023,1842,1/8/2021, ,https://share.ecoprop.com/LUMIERE/R065963D,2003,1/7/2021,1842,1/8/2021,1656,half year,1842,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1720,2019,0,no sales,1618,2020,0,no sales,1811,2021,1784,2021,1668,2022,0,no sales,1656,2023,0,no sales
LUSH ON HOLLAND HILL,,CCR - [D10],,0,no sales,1890,1/8/2022, ,https://share.ecoprop.com/LUSH-ON-HOLLAND-HILL/R065963D,0,no sales,1890,1/8/2022,0,no sales,1890,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1668,2019,0,no sales,1515,2020,0,no sales,1824,2021,0,no sales,1890,2022,0,no sales,0,no sales
LUTHERAN TOWERS,,CCR - [D10],,0,no sales,1053,1/12/2022, ,https://share.ecoprop.com/LUTHERAN-TOWERS/R065963D,0,no sales,1062,1/3/2022,0,no sales,1053,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,939,2019,0,no sales,0,no sales,0,no sales,964,2021,0,no sales,1053,2022,0,no sales,0,no sales
LUXE VILLE,,RCR - [D05],,1336,1/2/2020,1319,1/8/2022, ,https://share.ecoprop.com/LUXE-VILLE/R065963D,1336,1/2/2020,1319,1/8/2022,1336,no sales,1319,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1254,2019,1336,2020,1125,2020,0,no sales,1162,2021,0,no sales,1319,2022,0,no sales,0,no sales
M SUITES,,OCR - [D14],,0,no sales,0,NaT, ,https://share.ecoprop.com/M-SUITES/R065963D,0,no sales,1708,1/3/2022,0,no sales,1689,no sales,0,no sales,1689,1/7/2022,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1660,2021,0,no sales,1648,2022,0,no sales,0,no sales
M21,,CCR - [D11],,1675,1/9/2022,1895,1/10/2022, ,https://share.ecoprop.com/M21/R065963D,1675,1/9/2022,1895,1/10/2022,1675,no sales,1895,no sales,0,NaT,0,NaT,1534,2018,1437,2018,1447,2019,1479,2019,0,no sales,1412,2020,1552,2021,1557,2021,1647,2022,1650,2022,0,no sales,0,no sales
M5,,CCR - [D10],,2452,1/4/2022,0,no sales, ,https://share.ecoprop.com/M5/R065963D,2452,1/4/2022,0,no sales,2452,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2356,2022,0,no sales,0,no sales,0,no sales
M66,,RCR - [D12],,1290,1/12/2022,1019,1/2/2022, ,https://share.ecoprop.com/M66/R065963D,1386,1/8/2022,1019,1/2/2022,1290,no sales,1019,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,1306,2020,969,2020,1278,2021,938,2021,1344,2022,1019,2022,0,no sales,0,no sales
MABELLE,,OCR - [D15],,1588,1/4/2023,1197,1/11/2021, ,https://share.ecoprop.com/MABELLE/R065963D,1588,1/4/2023,1197,1/11/2021,1588,half year,1197,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1173,2019,0,no sales,1312,2020,0,no sales,1422,2021,1166,2021,1504,2022,0,no sales,1588,2023,0,no sales
MACKENZIE 138,,CCR - [D09],,1559,1/1/2023,0,no sales, ,https://share.ecoprop.com/MACKENZIE-138/R065963D,1695,1/11/2022,0,no sales,1559,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1668,2019,0,no sales,1486,2020,0,no sales,0,no sales,0,no sales,1544,2022,0,no sales,1559,2023,0,no sales
MACKENZIE 88,,CCR - [D09],,1586,1/2/2023,0,no sales, ,https://share.ecoprop.com/MACKENZIE-88/R065963D,1758,1/8/2019,0,no sales,1586,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1552,2019,0,no sales,0,no sales,0,no sales,1588,2021,0,no sales,1641,2022,0,no sales,1586,2023,0,no sales
MACKENZIE REGENCY,,CCR - [D09],,1565,1/4/2022,1294,1/7/2021, ,https://share.ecoprop.com/MACKENZIE-REGENCY/R065963D,1565,1/4/2022,1472,1/4/2021,1565,no sales,1294,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1339,2020,0,no sales,1383,2021,1565,2022,0,no sales,0,no sales,0,no sales
MADEIRA COURT,,OCR - [D15],,1495,1/12/2022,0,no sales, ,https://share.ecoprop.com/MADEIRA-COURT/R065963D,1495,1/12/2022,0,no sales,1495,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1450,2022,0,no sales,0,no sales,0,no sales
MADISON RESIDENCES,,CCR - [D10],,0,no sales,2321,1/12/2022, ,https://share.ecoprop.com/MADISON-RESIDENCES/R065963D,0,no sales,2321,1/12/2022,0,no sales,2321,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1951,2019,0,no sales,1971,2020,0,no sales,2154,2021,0,no sales,2316,2022,0,no sales,0,no sales
MALVERN SPRINGS,,RCR - [D15],,1858,1/5/2023,963,1/12/2022, ,https://share.ecoprop.com/MALVERN-SPRINGS/R065963D,1858,1/5/2023,1422,1/1/2021,1858,half year,963,no sales,0,NaT,0,NaT,1272,2018,0,no sales,0,no sales,1172,2019,1385,2020,1258,2020,0,no sales,1378,2021,1725,2022,992,2022,1858,2023,0,no sales
MANDALAY MANSION,,CCR - [D11],,0,no sales,1173,1/1/2022, ,https://share.ecoprop.com/MANDALAY-MANSION/R065963D,0,no sales,1173,1/1/2022,0,no sales,1173,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1044,2019,0,no sales,1056,2020,0,no sales,1118,2021,0,no sales,1173,2022,0,no sales,0,no sales
MANDALAY TOWERS,,CCR - [D11],,0,no sales,1276,1/3/2022, ,https://share.ecoprop.com/MANDALAY-TOWERS/R065963D,0,no sales,1276,1/3/2022,0,no sales,1276,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,830,2019,0,no sales,0,no sales,0,no sales,1116,2021,0,no sales,1276,2022,0,no sales,0,no sales
MANDALE HEIGHTS,,CCR - [D11],,1518,1/7/2022,1576,1/10/2022, ,https://share.ecoprop.com/MANDALE-HEIGHTS/R065963D,1589,1/9/2021,1576,1/10/2022,1518,no sales,1576,no sales,0,NaT,0,NaT,0,no sales,1171,2018,0,no sales,1394,2019,1373,2020,1420,2020,1510,2021,1337,2021,1524,2022,1576,2022,0,no sales,0,no sales
MANDARIN PARK,,RCR - [D21],,1218,1/11/2022,0,no sales, ,https://share.ecoprop.com/MANDARIN-PARK/R065963D,1218,1/11/2022,0,no sales,1218,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1218,2022,0,no sales,0,no sales,0,no sales
MANHATTAN MANSIONS,,CCR - [D10],,0,no sales,1741,1/10/2022, ,https://share.ecoprop.com/MANHATTAN-MANSIONS/R065963D,0,no sales,1741,1/10/2022,0,no sales,1741,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1649,2020,0,no sales,0,no sales,0,no sales,1741,2022,0,no sales,0,no sales
MANSIONS 28,,RCR - [D14],,0,no sales,832,1/1/2021, ,https://share.ecoprop.com/MANSIONS-28/R065963D,0,no sales,832,1/1/2021,0,no sales,832,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,832,2021,0,no sales,0,no sales,0,no sales,0,no sales
MAPLE WOODS,,RCR - [D21],,2023,1/11/2022,2049,1/5/2023, ,https://share.ecoprop.com/MAPLE-WOODS/R065963D,2100,1/2/2022,2077,1/11/2022,2023,no sales,2053,half year,0,NaT,0,NaT,1589,2018,1547,2018,1587,2019,1547,2019,1740,2020,1724,2020,1730,2021,1785,2021,2005,2022,1973,2022,0,no sales,2053,2023
MAR THOMA MANSIONS,,RCR - [D12],,0,no sales,893,1/12/2020, ,https://share.ecoprop.com/MAR-THOMA-MANSIONS/R065963D,0,no sales,893,1/12/2020,0,no sales,893,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,893,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
MARGARET VILLE,,RCR - [D03],Dec-21,2086,1/4/2023,2111,1/2/2023, ,https://share.ecoprop.com/MARGARET-VILLE/R065963D,2251,1/3/2023,2111,1/2/2023,2139,half year,2111,half year,1937,1/2/2021,1716,1/8/2020,0,no sales,0,no sales,1896,2019,1754,2019,2112,2020,1755,2020,1921,2021,0,no sales,2003,2022,0,no sales,2139,2023,2111,2023
MARGATE POINT,,RCR - [D15],,0,no sales,1390,1/8/2019, ,https://share.ecoprop.com/MARGATE-POINT/R065963D,0,no sales,1390,1/8/2019,0,no sales,1390,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1339,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
MARINA ONE RESIDENCES,,CCR - [D01],Aug-18,2344,1/2/2023,2423,1/5/2023, ,https://share.ecoprop.com/MARINA-ONE-RESIDENCES/R065963D,2675,1/12/2020,3490,1/3/2021,2344,half year,2388,half year,2529,1/8/2019,2788,1/10/2019,0,no sales,0,no sales,2261,2019,2459,2019,2291,2020,2457,2020,2324,2021,2672,2021,2353,2022,2573,2022,2344,2023,2388,2023
MARINE BLUE,,RCR - [D15],Oct-17,2170,1/3/2023,2096,1/4/2022, ,https://share.ecoprop.com/MARINE-BLUE/R065963D,2389,1/10/2018,2096,1/4/2022,2170,half year,2096,no sales,0,NaT,0,NaT,2072,2018,1378,2018,2094,2019,1267,2019,2149,2020,1735,2020,0,no sales,0,no sales,1998,2022,2096,2022,2170,2023,0,no sales
MARINE MEADOWS,,RCR - [D15],,0,no sales,1302,1/12/2021, ,https://share.ecoprop.com/MARINE-MEADOWS/R065963D,0,no sales,1302,1/12/2021,0,no sales,1302,no sales,0,no sales,0,NaT,0,no sales,1302,2018,0,no sales,1281,2019,0,no sales,0,no sales,0,no sales,1302,2021,0,no sales,0,no sales,0,no sales,0,no sales
MARINE VIEW MANSIONS,,RCR - [D15],,0,no sales,1780,1/7/2022, ,https://share.ecoprop.com/MARINE-VIEW-MANSIONS/R065963D,0,no sales,1780,1/7/2022,0,no sales,1780,no sales,0,no sales,0,NaT,0,no sales,1456,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1628,2021,0,no sales,1684,2022,0,no sales,0,no sales
MARINE VILLE,,RCR - [D15],,0,no sales,1519,1/5/2022, ,https://share.ecoprop.com/MARINE-VILLE/R065963D,0,no sales,1519,1/5/2022,0,no sales,1519,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1456,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1519,2022,0,no sales,0,no sales
MARSHALL LODGE,,RCR - [D15],,0,no sales,1239,1/4/2022, ,https://share.ecoprop.com/MARSHALL-LODGE/R065963D,0,no sales,1239,1/4/2022,0,no sales,1239,no sales,0,no sales,0,NaT,0,no sales,1019,2018,0,no sales,0,no sales,0,no sales,1154,2020,0,no sales,1182,2021,0,no sales,1239,2022,0,no sales,0,no sales
MARTIA 8,,OCR - [D15],,0,no sales,1343,1/1/2022, ,https://share.ecoprop.com/MARTIA-8/R065963D,0,no sales,1343,1/1/2022,0,no sales,1343,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1343,2022,0,no sales,0,no sales
MARTIA RESIDENCE,,OCR - [D15],,1653,1/4/2023,1042,1/11/2022, ,https://share.ecoprop.com/MARTIA-RESIDENCE/R065963D,1653,1/4/2023,1433,1/6/2022,1653,half year,1042,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1016,2020,0,no sales,1320,2021,1391,2022,1187,2022,1653,2023,0,no sales
MARTIN EDGE,,CCR - [D09],,1388,1/9/2021,0,no sales, ,https://share.ecoprop.com/MARTIN-EDGE/R065963D,1388,1/9/2021,0,no sales,1388,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1388,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
MARTIN NO 38,,CCR - [D09],,2477,1/2/2022,2760,1/3/2023, ,https://share.ecoprop.com/MARTIN-NO-38/R065963D,2508,1/9/2021,2760,1/3/2023,2477,no sales,2303,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,2559,2019,0,no sales,2351,2020,2446,2021,2434,2021,2477,2022,2536,2022,0,no sales,2303,2023
MARTINA MANSIONS,,CCR - [D10],,0,no sales,1826,1/12/2020, ,https://share.ecoprop.com/MARTINA-MANSIONS/R065963D,0,no sales,1826,1/12/2020,0,no sales,1826,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1826,2019,0,no sales,1826,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
MAYA,,RCR - [D15],,1315,1/12/2022,1366,1/7/2022, ,https://share.ecoprop.com/MAYA/R065963D,1338,1/8/2021,1366,1/7/2022,1315,no sales,1366,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1116,2019,0,no sales,0,no sales,1338,2021,0,no sales,1315,2022,1366,2022,0,no sales,0,no sales
MAYBELLE LODGE,,OCR - [D15],,0,no sales,913,1/2/2021, ,https://share.ecoprop.com/MAYBELLE-LODGE/R065963D,0,no sales,913,1/2/2021,0,no sales,913,no sales,0,no sales,0,NaT,0,no sales,739,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,913,2021,0,no sales,0,no sales,0,no sales,0,no sales
MAYFAIR MODERN,,RCR - [D21],Dec-24,2323,1/5/2023,2323,1/5/2023, ,https://share.ecoprop.com/MAYFAIR-MODERN/R065963D,2380,1/12/2022,2404,1/3/2023,2241,half year,2364,half year,2225,1/12/2022,2064,1/10/2022,0,no sales,0,no sales,2064,2019,1980,2019,1955,2020,2004,2020,2066,2021,2065,2021,2211,2022,2089,2022,2241,2023,2364,2023
MAYFAIR PARK,,RCR - [D21],,437,1/6/2021,0,no sales, ,https://share.ecoprop.com/MAYFAIR-PARK/R065963D,437,1/6/2021,0,no sales,437,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,437,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
MAYFAIR RESIDENCES,,OCR - [D15],,0,no sales,1699,1/7/2022, ,https://share.ecoprop.com/MAYFAIR-RESIDENCES/R065963D,0,no sales,1699,1/7/2022,0,no sales,1699,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1520,2020,0,no sales,1555,2021,0,no sales,1664,2022,0,no sales,0,no sales
MAYSPRINGS,,OCR - [D23],,1149,1/5/2023,989,1/5/2023, ,https://share.ecoprop.com/MAYSPRINGS/R065963D,1149,1/5/2023,1058,1/10/2022,1078,half year,999,half year,0,NaT,0,NaT,933,2018,836,2018,867,2019,863,2019,911,2020,830,2020,929,2021,862,2021,1035,2022,949,2022,1078,2023,999,2023
MEADOWLODGE,,RCR - [D21],,0,no sales,1352,1/7/2022, ,https://share.ecoprop.com/MEADOWLODGE/R065963D,0,no sales,1352,1/7/2022,0,no sales,1352,no sales,0,no sales,0,NaT,0,no sales,1196,2018,0,no sales,1174,2019,0,no sales,1148,2020,0,no sales,1187,2021,0,no sales,1352,2022,0,no sales,0,no sales
MEDGE,,CCR - [D11],,1577,1/3/2023,1317,1/3/2020, ,https://share.ecoprop.com/MEDGE/R065963D,1728,1/11/2022,1317,1/3/2020,1577,half year,1317,no sales,0,NaT,0,NaT,1570,2018,0,no sales,1359,2019,0,no sales,1374,2020,1317,2020,1538,2021,0,no sales,1657,2022,0,no sales,1577,2023,0,no sales
MEIER SUITES,,RCR - [D15],,0,no sales,1769,1/12/2021, ,https://share.ecoprop.com/MEIER-SUITES/R065963D,0,no sales,1769,1/12/2021,0,no sales,1769,no sales,0,no sales,0,NaT,0,no sales,1697,2018,0,no sales,0,no sales,0,no sales,1686,2020,0,no sales,1697,2021,0,no sales,0,no sales,0,no sales,0,no sales
MELINIA COURT,,OCR - [D15],,1243,1/5/2022,0,no sales, ,https://share.ecoprop.com/MELINIA-COURT/R065963D,1243,1/5/2022,0,no sales,1243,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1134,2021,0,no sales,1243,2022,0,no sales,0,no sales,0,no sales
MELOSA,,RCR - [D14],,1584,1/3/2023,0,no sales, ,https://share.ecoprop.com/MELOSA/R065963D,1584,1/3/2023,0,no sales,1504,half year,0,no sales,0,NaT,0,no sales,1344,2018,0,no sales,1189,2019,0,no sales,1284,2020,0,no sales,1338,2021,0,no sales,1429,2022,0,no sales,1504,2023,0,no sales
MELROSE PARK,,CCR - [D10],,0,no sales,2081,1/4/2022, ,https://share.ecoprop.com/MELROSE-PARK/R065963D,0,no sales,2361,1/11/2021,0,no sales,2081,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2122,2020,0,no sales,2038,2021,0,no sales,2081,2022,0,no sales,0,no sales
MELROSE VILLE,,RCR - [D15],,1510,1/12/2022,1000,1/11/2020, ,https://share.ecoprop.com/MELROSE-VILLE/R065963D,1510,1/12/2022,1042,1/8/2020,1510,no sales,1000,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1279,2019,0,no sales,1415,2020,1021,2020,1243,2021,0,no sales,1412,2022,0,no sales,0,no sales,0,no sales
MENDON SPRING,,RCR - [D05],,0,no sales,1221,1/2/2023, ,https://share.ecoprop.com/MENDON-SPRING/R065963D,0,no sales,1223,1/9/2021,0,no sales,1221,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,976,2020,0,no sales,1120,2021,0,no sales,1207,2022,0,no sales,1221,2023
MERA EAST,,OCR - [D14],,1261,1/7/2022,1265,1/3/2022, ,https://share.ecoprop.com/MERA-EAST/R065963D,1261,1/7/2022,1265,1/3/2022,1261,no sales,1265,no sales,0,NaT,0,NaT,0,no sales,1161,2018,1188,2019,1163,2019,0,no sales,1184,2020,0,no sales,1110,2021,1261,2022,1265,2022,0,no sales,0,no sales
